rule_id,lang,severity,category,cc_type,cc_impact,effort_min,file,line,message,tier
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,src/core/AdaptiveWeightingEngine.js,423,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER3
python:S1135,python,INFO,MAINTAINABILITY,,,0,orchestration/agent_router.py,106,"Complete the task associated to this ""TODO"" comment. MAINTAINABILITY",TIER3
python:S1172,python,MAJOR,MAINTAINABILITY,,,5,orchestration/agent_router.py,117,"Remove the unused function parameter ""task_description"".",TIER3
python:S1135,python,INFO,MAINTAINABILITY,,,0,orchestration/agent_router.py,120,"Complete the task associated to this ""TODO"" comment. MAINTAINABILITY",TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,orchestration/agentRouter.js,3,Prefer `node:events` over `events`.,TIER3
javascript:S2094,javascript,MINOR,MAINTAINABILITY,,,5,orchestration/agentRouter.js,36,Unexpected class with only a constructor.,TIER3
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,orchestration/agentRouter.js,150,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,TIER3
typescript:S4123,typescript,CRITICAL,MAINTAINABILITY,,,1,__tests__/core/prismcore/all-green.spec.ts,56,"Unexpected `await` of a non-Promise (non-""Thenable"") value.",TIER2
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,perf/analysis.js,6,Prefer `node:fs/ promises` over `fs/ promises`.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,perf/analysis.js,6,Remove this unused import of 'fs'.,TIER3
javascript:S1128,javascript,MINOR,MAINTAINABILITY,,,1,perf/analysis.js,7,Remove this unused import of 'path'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,perf/analysis.js,7,Prefer `node:path` over `path`.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,1,perf/analysis.js,294,"Remove the declaration of the unused 'agentId' variable. 5m MAINTAINABILITY 5 javascript:S1854 Unused assignments should be removed MAJOR P:perf/ analysis.js(line 294) Remove this useless assignment to variable ""agentId"".",TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,perf/analysis.js,319,Remove the declaration of the unused 'provider' variable.,TIER3
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,perf/analysis.js,319,"Remove this useless assignment to variable ""provider"".",TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,analyze-code-coverage.js,8,Prefer `node:fs` over `fs`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,analyze-code-coverage.js,9,Prefer `node:path` over `path`.,TIER3
javascript:S7780,javascript,MINOR,MAINTAINABILITY,,,5,analyze-code-coverage.js,114,`String.raw` should be used to avoid escaping `\`.,TIER3
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,analyze-code-coverage.js,310,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,analyze-code-coverage.js,379,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,analyze-code-coverage.js,379,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,scripts/analyze-deps.js,3,Prefer `node:fs` over `fs`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,scripts/analyze-deps.js,4,Prefer `node:path` over `path`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,scripts/analyze-deps.js,5,Prefer `node:child_process ` over `child_process`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,scripts/analyzeBatchResults.js,3,Prefer `node:path` over `path`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,scripts/analyzeBatchResults.js,4,Prefer `node:fs` over `fs`.,TIER3
javascript:S4043,javascript,MAJOR,MAINTAINABILITY,,,5,scripts/analyzeBatchResults.js,95,"Move this array ""sort"" operation to a separate statement or replace it with ""toSorted"".",TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,8,tests/adapters/AnthropicAdapter.spec.js,368,Prefer `node:fs` over `fs`. 5m MAINTAINABILITY 6 python:S3776 Cognitive Complexity of functions should not be too high CRITICAL P:src/ prism_salesops/ dashboard/ app.py(line 35) Refactor this function to reduce its Cognitive Complexity from 144 to the 15 allowed.,TIER2
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiCore.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiCore.js,44,Prefer `Number.parseFloat` over `parseFloat`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiCore.js,45,Prefer `Number.parseFloat` over `parseFloat`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiCore.js,46,Prefer `Number.parseInt` over `parseInt`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiCore.js,47,Prefer `Number.parseInt` over `parseInt`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiCore.js,48,Prefer `Number.parseInt` over `parseInt`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiCore.js,49,Prefer `Number.parseInt` over `parseInt`.,TIER3
javascript:S7059,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/asiCore.js,75,Refactor this asynchronous operation outside of the constructor.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiCore.js,247,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiEthicsModule.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiEthicsModule.js,58,Don't use a zero fraction in the number.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiEthicsModule.js,173,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiEthicsModule.js,263,Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiEthicsModule.js,311,"Don't use a zero fraction in the number. 1m MAINTAINABILITY 7 javascript:S1854 Unused assignments should be removed MAJOR P:asi/ asiEthicsModule.js(l ine 446) Remove this useless assignment to variable ""trends"".",TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiEthicsModule.js,446,Remove the declaration of the unused 'trends' variable.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,asi/asiEthicsModule.js,601,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiInterface.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiInterface.js,49,Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiInterface.js,290,Don't use a zero fraction in the number.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiInterface.js,321,Remove the declaration of the unused 'userProfile' variable.,TIER3
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,asi/asiInterface.js,321,"Remove this useless assignment to variable ""userProfile"".",TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiInterface.js,411,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiInterface.js,411,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiInterface.js,417,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiInterface.js,434,Don't use a zero fraction in the number.,TIER3
javascript:S7735,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiInterface.js,503,Unexpected negated condition.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiInterface.js,506,Don't use a zero fraction in the number.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystem.js,7,Prefer `node:events` over `events`.,TIER1
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiMemorySystem.js,60,"Don't use a zero fraction in the number. 1m MAINTAINABILITY 8 javascript:S1874 Deprecated APIs should not be used MINOR P:asi/ asiMemorySystem.j s(line 127) '(from: number, length?: number): string' is deprecated.",TIER1
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiMemorySystem.js,269,"'(from: number, length?: number): string' is deprecated.",TIER1
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiMemorySystem.js,576,Don't use a zero fraction in the number.,TIER1
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/asiMemorySystem.js,661,Unexpected empty method 'updateMemoryStat istics'.,TIER1
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/asiMemorySystem.js,666,Unexpected empty method 'updateAccessPatt erns'.,TIER1
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,9,Prefer `node:fs` over `fs`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,10,Prefer `node:path` over `path`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,11,Prefer `node:crypto` over `crypto`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,67,Don't use a zero fraction in the number.,TIER3
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,asi/asiMemorySystemFixed.js,156,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,349,Remove the declaration of the unused 'type' variable.,TIER3
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,349,"Remove this useless assignment to variable ""type"".",TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,412,Prefer `String#replaceAll()` over `String#replace()`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,476,Don't use a zero fraction in the number.,TIER3
javascript:S7781,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,502,Prefer `String#replaceAll()` over `String#replace()`. 5m MAINTAINABILITY 9 javascript:S1481 Unused local variables and functions should be removed MINOR P:asi/ asiMemorySystemF ixed.js(line 529) Remove the declaration of the unused 'type' variable.,TIER3
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,529,"Remove this useless assignment to variable ""type"".",TIER3
javascript:S6582,javascript,MAJOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,832,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,837,Don't use a zero fraction in the number.,TIER3
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,asi/asiMemorySystemFixed.js,883,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,TIER3
javascript:S1854,javascript,MAJOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,896,"Remove this useless assignment to variable ""oneDayAgo"".",TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,896,Remove the declaration of the unused 'oneDayAgo' variable.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,906,Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiMemorySystemFixed.js,911,Don't use a zero fraction in the number.,TIER3
javascript:S7735,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiMemorySystemFixed.js,941,Unexpected negated condition.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,asi/asiMemorySystemFixed.js,1033,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S3776,javascript,CRITICAL,MAINTAINABILITY,,,12,asi/asiMemorySystemFixed.js,1071,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,TIER3
javascript:S4624,javascript,MAJOR,MAINTAINABILITY,,,10,asi/asiMemorySystemFixed.js,1125,Refactor this code to not use nested template literals.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMetricsCollector.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiMetricsCollector.js,154,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,12,asi/asiMetricsCollector.js,325,Remove the declaration of the unused '_' variable. 5m MAINTAINABILITY 10 javascript:S3776 Cognitive Complexity of functions should not be too high CRITICAL P:asi/ asiMetricsCollector. js(line 422) Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiMetricsCollector.js,443,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S7755,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMetricsCollector.js,565,Prefer `.at(…)` over thefirst element from `.slice(…)`.,TIER3
javascript:S7755,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiMetricsCollector.js,575,Prefer `.at(…)` over thefirst element from `.slice(…)`.,TIER3
javascript:S7773,javascript,MINOR,MAINTAINABILITY,,,2,asi/asiMetricsCollector.js,649,Prefer `Number.parseInt` over `parseInt`.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiReasoningEngine.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiReasoningEngine.js,106,Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiReasoningEngine.js,112,Don't use a zero fraction in the number.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiReasoningEngine.js,186,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiReasoningEngine.js,360,Remove the declaration of the unused 'evidence' variable.,TIER3
javascript:S1481,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiReasoningEngine.js,392,Remove the declaration of the unused 'evidence' variable.,TIER3
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/asiReasoningEngine.js,687,Unexpected empty method 'adjustConfidenceT hresholds'.,TIER3
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/asiReasoningEngine.js,688,Unexpected empty method 'optimizeReasoning Depth'.,TIER3
javascript:S1186,javascript,CRITICAL,MAINTAINABILITY,,,5,asi/asiReasoningEngine.js,690,Unexpected empty method 'updateReasoningP atterns'.,TIER3
javascript:S7772,javascript,MINOR,MAINTAINABILITY,,,5,asi/asiSafetyMonitor.js,7,Prefer `node:events` over `events`.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiSafetyMonitor.js,154,Don't use a zero fraction in the number. 1m MAINTAINABILITY 11 javascript:S7748 Number literals should not have unnecessary decimal points or trailing zeros MINOR P:asi/ asiSafetyMonitor.js(l ine 155) Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiSafetyMonitor.js,157,Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiSafetyMonitor.js,158,Don't use a zero fraction in the number.,TIER3
javascript:S7748,javascript,MINOR,MAINTAINABILITY,,,1,asi/asiSafetyMonitor.js,159,Don't use a zero fraction in the number.,TIER3
javascript:S1874,javascript,MINOR,MAINTAINABILITY,,,15,asi/asiSafetyMonitor.js,199,"'(from: number, length?: number): string' is deprecated.",TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,asi/asiSafetyMonitor.js,276,Extract this nested ternary operation into an independent statement.,TIER3
javascript:S3358,javascript,MAJOR,MAINTAINABILITY,,,5,asi/asiSafetyMonitor.js,293,Extract this nested ternary operation into an independent statement.,TIER3
